registration,make,model,procSpeed
CB7CGnS,HP,Omen,3.2
mtF3gpU,Razer,Blade,3.4
2DIXIhi,Razer,Blade,3.3
QasjqQa,Razer,Blade,3.7
r4s8Lqi,Razer,Blade,3.1
oyoJVBJ,Asus,ROG,3.4
MDHLaNk,Alienware,Area-51,3.4
JdYSKpG,Razer,Blade,3.6
bwmoaNK,Lenovo,Legion,3.1
yuK79bB,Lenovo,Legion,3.2
ldOBWQY,Razer,Blade,3.6
V8Bk8XS,Razer,Blade,3.5
vrGjLgM,Alienware,Area-51,3.4
uEBE2qQ,Razer,Blade,3.2
SkbQN8q,Razer,Blade,3.8
heMZh10,Asus,ROG,3.2
7RKj87V,MSI,Raider,3.7
Ehh1ARR,Razer,Blade,3.8
uyH18QG,Razer,Blade,3.0
RqXN7ID,Acer,Predator,3.8
wrj970g,Razer,Blade,3.1
rIPP77w,Razer,Blade,3.3
b5V7ADH,Razer,Blade,3.3
CFJ3BRe,Razer,Blade,3.2
fpKbpdT,HP,Omen,3.5
lKEFIH3,Alienware,Area-51,3.7
xCJUa4u,MSI,Raider,3.2
cRYTMyc,Razer,Blade,3.4
TkFjBKo,Alienware,Area-51,3.3
In0rAOf,HP,Omen,3.0
kIlM0Uv,HP,Omen,3.1
ASossC9,MSI,Raider,3.3
IPZgtwk,Razer,Blade,3.2
dsAXsvH,Alienware,Area-51,3.6
5D4rOlp,Alienware,Area-51,3.4
L090Xko,Lenovo,Legion,3.4
zrTxLAP,Razer,Blade,3.4
9SSextB,Razer,Blade,3.2
YfoqGpE,Razer,Blade,3.2
Ure0IDJ,Razer,Blade,3.2
mgozhse,Razer,Blade,3.8
sTEhFu0,HP,Omen,3.5
mixYsGn,Acer,Predator,3.7
PFKom3E,Razer,Blade,3.3
1EG25WI,Razer,Blade,3.8
SYCkkkF,Razer,Blade,3.0
53O3Gjr,Razer,Blade,3.8
oIjGdbi,Lenovo,Legion,3.4
bGqUlP4,Razer,Blade,3.1
ITYTrPc,Razer,Blade,3.2
cZnG9eq,Razer,Blade,3.5
KGO5U6H,MSI,Raider,3.5
42Q6JE5,Razer,Blade,3.6
84ESHTg,Asus,ROG,3.4
8WIGXRS,Razer,Blade,3.7
2Q5prJt,Razer,Blade,3.0
2ioayPi,Razer,Blade,3.4
jNKSqNi,Razer,Blade,3.7
v3ixpcU,Razer,Blade,3.1
tYJJlur,Razer,Blade,3.8
s7cgukd,Acer,Predator,3.6
Vf2oDSs,Asus,ROG,3.6
I3SlLRC,Razer,Blade,3.5
a7hmPwA,Razer,Blade,3.8
EofS1bH,Razer,Blade,3.4
0GPEoKJ,Razer,Blade,3.0
niZc6vQ,Alienware,Area-51,3.0
4bdHuhj,Razer,Blade,3.5
oPmHq0K,Lenovo,Legion,3.7
ou9q2YN,Razer,Blade,3.6
9MyQSL2,Asus,ROG,3.0
ySUGKnq,Razer,Blade,3.5
haJoajV,Razer,Blade,3.2
wQLVriH,Asus,ROG,3.6
hQRFsq0,Asus,ROG,3.1
s4Bkpx3,Lenovo,Legion,3.0
7Hkdr0h,Razer,Blade,3.1
0c9Uuao,Acer,Predator,3.3
5n8ZBwo,Acer,Predator,3.1
qfWaPsM,Asus,ROG,3.7
eEmW9AC,Razer,Blade,3.8
5sMCiNk,Razer,Blade,3.1
a9TTBAZ,Razer,Blade,3.1
lyRkSjX,Razer,Blade,3.0
RiilL7W,HP,Omen,3.2
ZBZlSQE,Razer,Blade,3.5
C2gij70,Razer,Blade,3.7
BxURn0q,Razer,Blade,3.2
EwX44CY,HP,Omen,3.2
vY0fxVB,HP,Omen,3.2
Cf1H9TS,Razer,Blade,3.7
oBO21fE,Razer,Blade,3.5
4dL5tPI,HP,Omen,3.3
hrdaUQj,Acer,Predator,3.7
Oxy5jjU,Razer,Blade,3.8
b5yLkdC,Razer,Blade,3.3
U9OBqQ3,Acer,Predator,3.6
GTWVbEY,Razer,Blade,3.2
EKC7JZw,Lenovo,Legion,3.4
OD5X1rC,Asus,ROG,3.2
QMm9ukR,Razer,Blade,3.7
h1wM0Bq,Razer,Blade,3.0
nkXi6tc,Asus,ROG,3.0
vJVIQ18,HP,Omen,3.8
3ETV6vk,Razer,Blade,3.7
QEMHsky,Razer,Blade,3.0
vu36PgY,Razer,Blade,3.2
rMYI1Bt,Razer,Blade,3.2
3MU1h0z,Razer,Blade,3.7
SSNbTyS,Razer,Blade,3.2
gQICcyf,HP,Omen,3.5
GduhRy3,Razer,Blade,3.5
yHRmF6b,Asus,ROG,3.7
QY7DPCh,Razer,Blade,3.4
EUwCbBr,Razer,Blade,3.2
hZccjGl,Razer,Blade,3.2
tiOHXqQ,MSI,Raider,3.2
X5Evd44,Razer,Blade,3.5
iSWddyV,HP,Omen,3.8
cZeVxwQ,Razer,Blade,3.0
HGc5HUK,Acer,Predator,3.0
gm5SSPr,Razer,Blade,3.4
GyrKyI3,HP,Omen,3.5
zuaLrtx,Asus,ROG,3.1
dTn5YJz,Razer,Blade,3.0
z0ejs8i,Acer,Predator,3.1
G2prkSl,Razer,Blade,3.3
6grLsJN,Razer,Blade,3.7
NagOBqo,HP,Omen,3.0
nsQRcH2,Razer,Blade,3.2
sOtkUEB,Razer,Blade,3.5
xoSeqk4,Razer,Blade,3.6
n0rPq6r,Razer,Blade,3.0
IfSMxXG,Razer,Blade,3.3
deYkAxQ,Razer,Blade,3.5
SZAZGpg,Razer,Blade,3.3
9CNiIEg,Razer,Blade,3.8
VBjDsg0,Razer,Blade,3.7
zclbgjg,Razer,Blade,3.1
YqJJpj6,Alienware,Area-51,3.0
9adXCOO,Razer,Blade,3.4
rgVuTuf,Razer,Blade,3.8
Vbzr9n8,Acer,Predator,3.2
TENzyGB,Razer,Blade,3.5
TqTBjDo,MSI,Raider,3.8
gZuc5ql,Razer,Blade,3.0
HuQQ420,MSI,Raider,3.6
yaRaGXi,Razer,Blade,3.3
tPekyiy,MSI,Raider,3.5
lVdO0m9,Razer,Blade,3.5
FiK8SKL,Alienware,Area-51,3.2
5bOpSyb,Razer,Blade,3.6
03np1qL,MSI,Raider,3.4
skuYDSo,Razer,Blade,3.1
vzsh5ES,Razer,Blade,3.7
lJ4bxwE,Acer,Predator,3.8
K0kpT2d,Asus,ROG,3.8
yt4UEPM,Razer,Blade,3.1
U0uujfj,Razer,Blade,3.3
QrMChta,Razer,Blade,3.4
39OsbQK,Razer,Blade,3.1
Vz8ZaX8,Acer,Predator,3.1
8x91AeM,Razer,Blade,3.8
U6eQnOA,Razer,Blade,3.2
9wLANXW,Lenovo,Legion,3.4
4rDTPYm,Razer,Blade,3.0
8Pvri7d,Razer,Blade,3.1
HqxsCZo,Razer,Blade,3.6
ogwCdO0,MSI,Raider,3.1
mYM48dc,Alienware,Area-51,3.0
u6N0eTg,Asus,ROG,3.8
XqQh6FJ,Asus,ROG,3.4
BmPEMmM,MSI,Raider,3.7
xSQcvFW,MSI,Raider,3.0
J6aOE3c,Alienware,Area-51,3.6
QEjQjcu,Alienware,Area-51,3.2
XZnDIrY,HP,Omen,3.8
zuh1lQl,Razer,Blade,3.6
X8r3ANR,Razer,Blade,3.6
vz5Iknw,Razer,Blade,3.2
fCkaCCm,Lenovo,Legion,3.1
nZKkTTK,Asus,ROG,3.8
QPn8AuB,HP,Omen,3.2
SFyEMna,Razer,Blade,3.1
x15U2e0,Razer,Blade,3.6
zdYzbeP,Razer,Blade,3.1
Tk1EQsC,Razer,Blade,3.1
UCgi7mL,Asus,ROG,3.6
WtRdO7N,Razer,Blade,3.7
QnbLBwI,MSI,Raider,3.4
7sMktHT,Razer,Blade,3.5
EaYVhr7,Razer,Blade,3.6
ZnmIy9E,Razer,Blade,3.8
r4Y82vx,Razer,Blade,3.6
pJKHqm4,Razer,Blade,3.1
Y02HFBt,Razer,Blade,3.2
lF5vvJx,Razer,Blade,3.5
1QNBQD6,Razer,Blade,3.6
mJ1NXpL,Razer,Blade,3.2
gBGTTG1,Alienware,Area-51,3.3
gP8HZe0,Asus,ROG,3.6
Ms1uS8V,Razer,Blade,3.7
8hjR7SG,Razer,Blade,3.7
B8JMVvZ,Razer,Blade,3.4
TTPlnDW,MSI,Raider,3.4
OyrBndk,Alienware,Area-51,3.3
tYLIQ4T,MSI,Raider,3.2
PLcW4aO,Razer,Blade,3.7
OcTvPWU,Razer,Blade,3.6
LJXUPbA,Acer,Predator,3.5
3RHRZV0,Asus,ROG,3.3
xO8K03m,Razer,Blade,3.3
M3OsOWP,Razer,Blade,3.2
v82hpC7,Razer,Blade,3.4
lxqO2JB,HP,Omen,3.0
0xdcL2v,Razer,Blade,3.7
7dSRlGr,Razer,Blade,3.8
Q7wtVYG,Razer,Blade,3.3
AfKLdDF,Razer,Blade,3.8
2yJ7IMq,Alienware,Area-51,3.0
EErDJ7V,Razer,Blade,3.4
xbcQp9n,Asus,ROG,3.6
lXwemre,MSI,Raider,3.4
JKIXrXy,Lenovo,Legion,3.5
zS6lvAW,Razer,Blade,3.8
oRtRXvF,Lenovo,Legion,3.2
bkiUfto,Razer,Blade,3.1
tByJFiB,Acer,Predator,3.1
XfPQaaG,MSI,Raider,3.2
mJCufst,Razer,Blade,3.4
6Wv4BVg,Asus,ROG,3.7
spCileE,Acer,Predator,3.1
X1bgyBF,Razer,Blade,3.4
Xv2lKnt,Razer,Blade,3.8
mhLfEPk,Razer,Blade,3.8
99jLIdk,Razer,Blade,3.2
eH5dbp0,Razer,Blade,3.8
YALA3L4,Razer,Blade,3.4
fElkikz,Acer,Predator,3.5
3vYFrpg,Lenovo,Legion,3.7
PksQqdF,Alienware,Area-51,3.6
AsdV9Xd,Lenovo,Legion,3.8
4HTXUNS,Razer,Blade,3.3
j1ZhVJQ,Razer,Blade,3.2
xU39Tsx,Razer,Blade,3.5
Vq4f8dC,Razer,Blade,3.5
BZOxRDa,Razer,Blade,3.6
LnEMgiB,MSI,Raider,3.4
jNPpLrZ,Razer,Blade,3.8
lS6E9qd,Razer,Blade,3.4
9cbVOkk,Razer,Blade,3.1
Bx0yyf2,MSI,Raider,3.4
9Q4eARc,MSI,Raider,3.8
sOlqFv4,Razer,Blade,3.0
6JQ4F1c,Razer,Blade,3.7
QShH0Ag,Razer,Blade,3.4
QChSMsr,Razer,Blade,3.4
plBlDLq,Razer,Blade,3.2
jBouZcl,Razer,Blade,3.6
2dSSbCg,Acer,Predator,3.2
EH642dz,MSI,Raider,3.5
VQdibhd,Razer,Blade,3.0
7PP9jOP,Acer,Predator,3.6
EB1nZCr,Alienware,Area-51,3.1
HmXc5g2,Razer,Blade,3.6
m69Hy7k,Razer,Blade,3.0
Gw1VB0n,Razer,Blade,3.7
MSnQ92y,Razer,Blade,3.6
0YDLBt8,Alienware,Area-51,3.0
YHuczNS,MSI,Raider,3.5
I02lP2K,Razer,Blade,3.4
QGyFKO1,Alienware,Area-51,3.8
JUxaAOR,Razer,Blade,3.0
pJWN9lq,Razer,Blade,3.4
cld2FKQ,Asus,ROG,3.1
OWEpgL4,Razer,Blade,3.5
LDHGCzn,Razer,Blade,3.1
uObzytC,Razer,Blade,3.2
WoPj0x7,Razer,Blade,3.4
LqyWKBk,Razer,Blade,3.0
Dnwl6y3,Lenovo,Legion,3.1
8cfceIp,Razer,Blade,3.4
tuRagxE,Asus,ROG,3.8
H9hpXHM,HP,Omen,3.6
lGG1Tnj,Asus,ROG,3.5
6f7ZJNy,Razer,Blade,3.0
iWXcLCR,Razer,Blade,3.6
1BCJKgF,MSI,Raider,3.2
jCdaDUM,Acer,Predator,3.8
VjuMSpK,Asus,ROG,3.4
NBfs23n,Razer,Blade,3.2
RYjpQem,HP,Omen,3.6
ZRM0wm4,Lenovo,Legion,3.8
0B9YlCe,Razer,Blade,3.1
8LrsY4t,Asus,ROG,3.5
YiIM9pF,Razer,Blade,3.5
0A84mWZ,MSI,Raider,3.3
K7Pbw5K,Acer,Predator,3.3
byo7SS2,Razer,Blade,3.1
STgpF5R,Asus,ROG,3.2
MeAjsZc,MSI,Raider,3.5
XupoYAE,Razer,Blade,3.0
buFkXEs,Alienware,Area-51,3.2
JYxiZXA,Razer,Blade,3.1
jXOs50I,Razer,Blade,3.3
tmaogMw,Lenovo,Legion,3.0
4hqGVUx,Asus,ROG,3.8
51ZdTbz,MSI,Raider,3.6
R6syGOH,Razer,Blade,3.1
TOlKkVE,Razer,Blade,3.7
Tmnq21T,Razer,Blade,3.6
RiOnxA3,Razer,Blade,3.2
BnKIWMV,Razer,Blade,3.4
vtRcK84,Razer,Blade,3.7
aghug2G,HP,Omen,3.3
oXi1lXW,Alienware,Area-51,3.1
6db2vac,Razer,Blade,3.4
MYLfSDb,Acer,Predator,3.7
ficlFQ5,Razer,Blade,3.5
DGTC0do,Alienware,Area-51,3.0
K5ugxsg,Razer,Blade,3.7
a16ZEup,Razer,Blade,3.8
JHEaPuX,Razer,Blade,3.0
pCAiCfO,Razer,Blade,3.8
KJq28N4,HP,Omen,3.5
qyQJDhJ,HP,Omen,3.0
j8uDeaD,Razer,Blade,3.6
dvjjjXH,Razer,Blade,3.3
t4kpHPA,Razer,Blade,3.0
QdnEd54,Razer,Blade,3.5
hrEeIVm,Razer,Blade,3.5
LJx9RDK,Acer,Predator,3.1
ddxz5ci,Razer,Blade,3.5
IRufjDH,Lenovo,Legion,3.3
M6nFF6w,Razer,Blade,3.8
8e1IcsH,Razer,Blade,3.3
aot7f03,Razer,Blade,3.7
XC1P3nb,Razer,Blade,3.4
kJLLnr7,Acer,Predator,3.3
peRQseb,Acer,Predator,3.8
4N0BlOp,Razer,Blade,3.6
4256WfW,MSI,Raider,3.1
ZIMJRaJ,HP,Omen,3.7
CfgKQaY,Razer,Blade,3.4
Rxb0h7s,Razer,Blade,3.0
ysjle4S,Razer,Blade,3.1
b0Zqm9o,Acer,Predator,3.8
7ai61yp,Razer,Blade,3.0
I9cH8rs,Razer,Blade,3.0
AyIvHuz,Acer,Predator,3.2
1fa8aCz,Asus,ROG,3.6
PXvtuFG,Alienware,Area-51,3.1
o57SxFe,Razer,Blade,3.7
jqEOUeK,Razer,Blade,3.5
hxSiOPY,Lenovo,Legion,3.8
48CiLiM,Razer,Blade,3.1
ASXoNbs,Razer,Blade,3.7
JFueyOc,HP,Omen,3.3
DkWUDds,Razer,Blade,3.3
aoC8LqF,Acer,Predator,3.5
2SDS4GQ,Alienware,Area-51,3.5
DvzNXwn,Razer,Blade,3.2
S3vRwMA,Acer,Predator,3.5
CZ7XCzX,HP,Omen,3.2
7NANQAG,Razer,Blade,3.6
zAodpGY,Lenovo,Legion,3.6
hTK1uMl,Razer,Blade,3.5
jEjzBE6,Razer,Blade,3.3
bduRRWt,MSI,Raider,3.8
jHBAlbz,Razer,Blade,3.6
jM2cAM7,Asus,ROG,3.2
ZkUNdaC,MSI,Raider,3.6
yZFxSVu,MSI,Raider,3.2
2M3IEpA,Acer,Predator,3.8
HYTgmDV,Razer,Blade,3.6
AfO6n6K,Razer,Blade,3.5
S4abSFu,Razer,Blade,3.1
o2UBZGr,Razer,Blade,3.5
VqbZ7MU,MSI,Raider,3.4
x4Esk96,Razer,Blade,3.5
dKQ0Peo,MSI,Raider,3.4
93qJElR,Razer,Blade,3.4
1Lk9t32,Razer,Blade,3.6
5cJgVSc,Razer,Blade,3.8
a7iEsil,Razer,Blade,3.1
fGglua7,Razer,Blade,3.7
CrzR3tV,Lenovo,Legion,3.3
qtXbElZ,Razer,Blade,3.0
dTEmOwU,Razer,Blade,3.4
x2cYdn2,Razer,Blade,3.7
qyMK14F,Razer,Blade,3.4
Mp2hbjX,Lenovo,Legion,3.2
7bD7Az3,Razer,Blade,3.1
mBEUW27,Lenovo,Legion,3.8
VTieNKf,Razer,Blade,3.1
zU8lCWJ,Razer,Blade,3.2
yKtflXX,Razer,Blade,3.0
nCdi1qb,Lenovo,Legion,3.5
JOP8jJj,Alienware,Area-51,3.3
JzMXYTT,Razer,Blade,3.3
bB3XChu,Razer,Blade,3.3
A3bzDKX,MSI,Raider,3.6
iYgpJaA,Razer,Blade,3.4
tdn7sUD,Asus,ROG,3.1
I2504FJ,Razer,Blade,3.6
VLpvrBz,Razer,Blade,3.0
sk4fLwX,Alienware,Area-51,3.3
Nfh2j3H,MSI,Raider,3.7
vRk9DbH,Razer,Blade,3.5
bRdaCYF,MSI,Raider,3.1
ynqPypq,Alienware,Area-51,3.7
YywHyYR,Razer,Blade,3.0
IQT6iDK,Acer,Predator,3.7
5GrJqfi,MSI,Raider,3.5
V7ZqRQp,Razer,Blade,3.1
dmRdZ3a,Asus,ROG,3.0
9rMTP0L,Asus,ROG,3.7
J99sCGz,Razer,Blade,3.1
JZew5sK,Acer,Predator,3.6
INcuFVM,Acer,Predator,3.0
9n8h3ye,Razer,Blade,3.6
v5eJcot,Razer,Blade,3.4
ELEGwrM,Razer,Blade,3.0
YpTOrfO,Razer,Blade,3.8
ctSHxef,Razer,Blade,3.3
qkmdMbO,HP,Omen,3.5
M9vR8fa,Razer,Blade,3.4
g2CKG58,MSI,Raider,3.7
3QeyK3K,Asus,ROG,3.3
Drrn3Sv,HP,Omen,3.4
uNFees2,Asus,ROG,3.8
4sFsgT6,Asus,ROG,3.2
hpIUQ3k,Razer,Blade,3.3
GmIl92y,Razer,Blade,3.3
jxJw0Rj,Razer,Blade,3.6
ZxXKdht,Alienware,Area-51,3.5
eiig2rP,Razer,Blade,3.0
QpNpNQi,Razer,Blade,3.6
lUxLIIe,Razer,Blade,3.4
EQ5p4J7,Razer,Blade,3.4
ezpcdvO,Razer,Blade,3.8
4RF43eQ,Razer,Blade,3.2
Aj8eD6f,Razer,Blade,3.5
o3ouWlg,Razer,Blade,3.6
pwovDv3,Razer,Blade,3.4
jXiCjuo,Lenovo,Legion,3.2
it2u8IB,Acer,Predator,3.1
Z9xXxS7,Lenovo,Legion,3.3
JecywOU,Razer,Blade,3.7
em7trWJ,MSI,Raider,3.1
R0gdsCF,Razer,Blade,3.4
PtoPaLL,Alienware,Area-51,3.6
lCNjHhU,Razer,Blade,3.6
ynWDhgn,Razer,Blade,3.4
wzJsxCu,Razer,Blade,3.1
icRCVy1,Razer,Blade,3.3
OX8Gjti,HP,Omen,3.6
jelDytp,Razer,Blade,3.0
Dsg6VOD,Razer,Blade,3.3
e2eSNd1,Razer,Blade,3.3
1Mhhb1m,Asus,ROG,3.4
zd59heu,Razer,Blade,3.1
5QgYDHD,Razer,Blade,3.0
w7ldXy7,HP,Omen,3.8
eRc3ZGK,Razer,Blade,3.3
p0SQtv1,Razer,Blade,3.5
QrL5fEW,Razer,Blade,3.0
UeSlCY9,Razer,Blade,3.8
8qHdZd8,Razer,Blade,3.3
Y1kZ9vl,Razer,Blade,3.0
csIUOeJ,Lenovo,Legion,3.3
4s3tjCi,Lenovo,Legion,3.2
NEhGMfQ,Razer,Blade,3.7
FGbzMdW,Razer,Blade,3.5
Ai38yEv,Lenovo,Legion,3.8
ZIteofm,Razer,Blade,3.0
gMOzPE8,HP,Omen,3.3
EwtKndG,Razer,Blade,3.2
FX8Wh4u,Razer,Blade,3.1
scbZR95,Razer,Blade,3.8
YtXxfyh,Alienware,Area-51,3.5
ahZ84b9,HP,Omen,3.5
eFkvRxC,Razer,Blade,3.1
qeEfk3P,HP,Omen,3.6
4fkWL2G,Razer,Blade,3.7
gioYOQG,Razer,Blade,3.1
crScps5,Alienware,Area-51,3.3
n5t1PUz,Asus,ROG,3.3
R3x2Kea,MSI,Raider,3.3
NZFA8hM,Razer,Blade,3.3
oSUswUX,Razer,Blade,3.1
F1SQDp8,HP,Omen,3.8
Q7r0EGB,Lenovo,Legion,3.6
feIEw9N,MSI,Raider,3.5
YUWPgI1,HP,Omen,3.4
X0k9lHw,MSI,Raider,3.1
m93OVAJ,Asus,ROG,3.3
V3Y7oCN,Razer,Blade,3.7
tk0g5zz,Razer,Blade,3.2
Pi4a82g,HP,Omen,3.5
VnILaid,Razer,Blade,3.3
KgRiMmX,Razer,Blade,3.1
84E10aY,HP,Omen,3.6
UH6o1mf,Razer,Blade,3.1
vcOCrKf,HP,Omen,3.8
0IkWyZy,Razer,Blade,3.2
k9cK7rm,Razer,Blade,3.8
Hq3eUy3,Razer,Blade,3.7
hKRUlmb,Asus,ROG,3.4
KxlZnHA,MSI,Raider,3.3
O33frkN,Acer,Predator,3.2
8TttC2a,MSI,Raider,3.7
mVM2GGP,Alienware,Area-51,3.5
3fboevu,Asus,ROG,3.4
2wkryu2,Razer,Blade,3.1
etwMuMl,HP,Omen,3.8
yIy5xAs,Alienware,Area-51,3.8
R3TsXci,Razer,Blade,3.6
IvDk1Dl,Razer,Blade,3.8
mgBP1Oy,Alienware,Area-51,3.8
WOxQT8g,MSI,Raider,3.6
8ynFdBh,HP,Omen,3.0
JVcIo2q,Razer,Blade,3.6
7Ts6ETv,Lenovo,Legion,3.7
g2Yyh1m,Lenovo,Legion,3.8
VczPe6y,Razer,Blade,3.2
cfEuzDf,Razer,Blade,3.3
PNgIHHj,Lenovo,Legion,3.5
rwMdRZg,Razer,Blade,3.3
N05j11l,Alienware,Area-51,3.8
IloG7Yo,Razer,Blade,3.4
yyjiXjR,Razer,Blade,3.8
AHDaOcd,Razer,Blade,3.6
2Cf6bXp,Lenovo,Legion,3.7
yNVpfZ3,Razer,Blade,3.1
btFPfTG,Razer,Blade,3.5
CcjnxEQ,Razer,Blade,3.0
ljLw3LU,Razer,Blade,3.6
FuNIIGu,Razer,Blade,3.2
50ZV9An,Razer,Blade,3.6
oRPNMfS,Razer,Blade,3.2
0hwsoCY,Razer,Blade,3.8
ZDmNG03,HP,Omen,3.1
hpr7hDB,Asus,ROG,3.2
aOvdNxN,Lenovo,Legion,3.1
TMIJyIJ,MSI,Raider,3.7
JPQdYgh,Razer,Blade,3.7
hWR8BWO,MSI,Raider,3.2
VHyg1Fn,Razer,Blade,3.5
bo8IG2n,Acer,Predator,3.8
a4R6FvD,Alienware,Area-51,3.4
QA6j7tx,Razer,Blade,3.3
As9a1M9,Razer,Blade,3.1
ndVJnqs,Razer,Blade,3.7
UORH9AW,Razer,Blade,3.5
neQR7Og,Acer,Predator,3.4
SK7St7l,Razer,Blade,3.2
SBVqBw0,Alienware,Area-51,3.3
y8midXz,Lenovo,Legion,3.1
9veVJG4,Asus,ROG,3.0
f8G75WA,Razer,Blade,3.0
OtmZob0,Asus,ROG,3.2
tqD5J1k,Razer,Blade,3.8
fM1wOxN,Alienware,Area-51,3.0
4dOaFq7,Lenovo,Legion,3.5
7Jk0NxX,Razer,Blade,3.7
tMqsTai,Razer,Blade,3.2
ufZyVeP,Razer,Blade,3.7
iqBtaTT,Razer,Blade,3.5
CK4lOUb,MSI,Raider,3.1
cUNF2KL,Acer,Predator,3.1
yXaqs0M,Razer,Blade,3.7
neGoGG5,Razer,Blade,3.2
MrTRkHQ,Razer,Blade,3.0
m3jEE13,Razer,Blade,3.1
eBgt6oq,MSI,Raider,3.5
J5eiCkG,Razer,Blade,3.6
D6HDxqr,Razer,Blade,3.8
MnK653b,Razer,Blade,3.3
I0MTLnj,Razer,Blade,3.3
z7VNmAs,Razer,Blade,3.4
bYpzVS9,Razer,Blade,3.1
UAO6YTb,Asus,ROG,3.3
m32HuIY,Razer,Blade,3.6
8SJb43v,Razer,Blade,3.7
LxyEwqF,Razer,Blade,3.5
bVjSV1m,Lenovo,Legion,3.4
s0eezAa,Razer,Blade,3.0
jSUQIRq,Razer,Blade,3.6
Pu1uxBV,Razer,Blade,3.8
ZhgV2XO,Alienware,Area-51,3.0
tZh4KN4,Razer,Blade,3.7
swHZez6,Razer,Blade,3.8
kSV81qT,HP,Omen,3.6
LgZQPPm,Razer,Blade,3.3
yAh8Hby,Acer,Predator,3.6
gc7y7Sp,Razer,Blade,3.0
DlaPUT0,Razer,Blade,3.6
fMw8AbJ,MSI,Raider,3.6
KhbxmlG,Razer,Blade,3.6
ADgjoIK,Razer,Blade,3.4
szqboIg,Alienware,Area-51,3.6
2fN7ym9,Razer,Blade,3.0
Mc2BScV,Asus,ROG,3.4
khww60S,Razer,Blade,3.8
xMLF6AJ,Acer,Predator,3.8
Tzpju7R,Razer,Blade,3.2
EobARr6,Razer,Blade,3.3
TvXijVL,Razer,Blade,3.4
M8Id4KD,MSI,Raider,3.4
sm68aZ5,Razer,Blade,3.1
7fxowha,Razer,Blade,3.0
VB0GhOA,Razer,Blade,3.8
wzdGWmI,MSI,Raider,3.8
isTzIes,Razer,Blade,3.1
ySM3Lup,Alienware,Area-51,3.2
MzaWzc3,Razer,Blade,3.3
MqSY3fm,Asus,ROG,3.8
KEaur4B,Asus,ROG,3.1
fV8XTfZ,Razer,Blade,3.8
UBoy0iy,Razer,Blade,3.1
7yGp6kl,Alienware,Area-51,3.5
VdxDrHW,Razer,Blade,3.2
eOPLHwK,Asus,ROG,3.7
K21SQQl,Razer,Blade,3.7
rVLE3uc,MSI,Raider,3.5
KcxUlUr,Asus,ROG,3.7
401j4Rf,Razer,Blade,3.6
QQWW8n7,Razer,Blade,3.8
5lmxuMA,MSI,Raider,3.6
cPJtd4a,Razer,Blade,3.0
GQx5eMH,Alienware,Area-51,3.7
SYBQQlm,HP,Omen,3.7
sAGPitc,Razer,Blade,3.6
RD12Wky,Lenovo,Legion,3.3
RkoqtNr,Razer,Blade,3.1
WNWp7Eb,Razer,Blade,3.4
8yXiJIx,Razer,Blade,3.6
FajYBQG,Alienware,Area-51,3.2
IwLnFV7,Razer,Blade,3.3
4J1fNt3,Razer,Blade,3.3
4j5O2bQ,Razer,Blade,3.1
kvEYMuS,Razer,Blade,3.0
EGdpaBO,Lenovo,Legion,3.1
HLseyBa,Razer,Blade,3.3
3QoP1Dc,Alienware,Area-51,3.1
yWtQFUB,Razer,Blade,3.8
uArGCyb,Lenovo,Legion,3.5
DqP3BM0,Razer,Blade,3.1
yLs5uVD,Razer,Blade,3.0
evzUPCB,Razer,Blade,3.1
K87vBE5,Razer,Blade,3.6
wbO7Tzp,HP,Omen,3.3
ykJophY,Razer,Blade,3.2
zwp1hUV,Asus,ROG,3.1
Z4GFaf7,Razer,Blade,3.3
8xFRUls,Lenovo,Legion,3.3
2wBESOo,Razer,Blade,3.2
x7tocwo,Asus,ROG,3.5
ZA610aO,Acer,Predator,3.7
ZThBV6F,Lenovo,Legion,3.8
VTw4rW0,Alienware,Area-51,3.8
tsif0Uh,Razer,Blade,3.6
pAonkab,Razer,Blade,3.8
4azFi2f,Razer,Blade,3.7
AXdMAMF,Alienware,Area-51,3.6
ig7ldtx,Razer,Blade,3.6
1rNG90n,MSI,Raider,3.2
Q3rfzHk,Razer,Blade,3.2
mMbngLu,Lenovo,Legion,3.1
cAHnxyH,Razer,Blade,3.4
gnOIYkP,Razer,Blade,3.8
xMJSwDe,Lenovo,Legion,3.8
y04o3Oj,Razer,Blade,3.5
MDOMKDv,Acer,Predator,3.2
0sXnbiv,Razer,Blade,3.1
vcy8TW2,MSI,Raider,3.7
1sqQKMB,HP,Omen,3.2
TFQvYdD,Acer,Predator,3.1
loA6QBD,Lenovo,Legion,3.2
C4w7MeQ,Razer,Blade,3.8
R3H7qWf,Acer,Predator,3.0
An0ggCD,Acer,Predator,3.7
9qfOezN,Acer,Predator,3.8
W9vW7N2,MSI,Raider,3.3
XMjptO8,Razer,Blade,3.6
1PI7m2S,Razer,Blade,3.5
8I3JrFx,Razer,Blade,3.6
K1xSMry,Razer,Blade,3.3
yaYs4Ma,Lenovo,Legion,3.1
x7szgEF,Razer,Blade,3.1
JOeDT0P,HP,Omen,3.3
JTwtCRT,Razer,Blade,3.7
D7szkQp,Asus,ROG,3.5
EMsASoU,Razer,Blade,3.1
WfneDDD,Razer,Blade,3.5
7HF9bnd,Acer,Predator,3.3
7rZijxW,MSI,Raider,3.0
kWNkl6P,Alienware,Area-51,3.0
